Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
“NOAA makes it official… CO2 warming is a hoax.”,PolitiFact,https://www.politifact.com/factchecks/2023/jan/24/viral-image/climate-change-real-and-earth-warming/,False,2023-01-24 08:00:00,,"['Изменение климата', 'Диоксид углерода', 'Национальное управление океанических и атмосферных исследований США', 'Мистификация']"
The planet has been in a period of global cooling since 2015.,Australian Associated Press,https://www.aap.com.au/factcheck/scientists-roast-climate-denier-on-cooling-claim/,"Misleading. The claim relies on cherry-picked data, selecting a particularly hot year as the base. Longer-term data shows a clear trend of rising global temperatures.",2023-01-23 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ-_LqaktMI2aB1wedKXRj5iaN1ZRXmxXO1CXqzk1C_SBmAHHwg,"['Глобальное похолодание', 'Планета']"
Temperature graph is evidence against climate crisis,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.337E92M,Misleading,2023-01-19 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfKKxmI4Qlr7qROmrIe1_68dY3niAG979q9c49-H3Geu-KIsb5,"['Изменение климата', 'Климат', 'Температура']"
Scientists discovered greenhouse gases may not be causing recent warming,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/19/fact-check-post-misrepresents-research-global-warming-acceleration/11017767002/,False,2023-01-19 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhkjrE2LxvyL4Reou5jyll-irUGPa4eKxusCrLProlu3UiNOck,"['Изменение климата', 'Парниковые газы', 'Газ', 'Учёный', 'Теплица']"
IPCC report indicates 2052 is more important than 2030 for climate action,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.33798YV,Misleading,2023-01-18 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSYmR132S2K_AJtjfMgkIRf_kxiE6iq9iocLFemL6VgWfQ-NWyQ,"['Климат', 'Межправительственная группа экспертов по изменению климата', 'Цель 13 - Меры по борьбе с изменением климата', 'Шестой оценочный доклад МГЭИК', '2030']"
Global temperatures haven’t risen despite rise in greenhouse gas emissions,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/17/fact-check-greenhouse-gases-behind-increase-global-temperatures/11025956002/,False,2023-01-17 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQhpmYBBfy7A-__vefF8wPySCP0coW8taD58zcQUoz4s-nOT5Yo,"['Парниковые газы', 'Температура', 'глобальный температурный рекорд']"
"Global warming is caused by oxygen absorbing UV radiation, not the greenhouse effect.",Australian Associated Press,https://www.aap.com.au/factcheck/global-warming-theory-crumbles-under-scientific-scrutiny/,False. Global warming is the result of rising CO2 levels in the atmosphere increasing the greenhouse effect.,2022-12-21 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTutrNQ2xBNC4t8Bi7hn4B1I_rnzJJ6hWbbd3ucH9iv14UWrYb2,"['Глобальное потепление', 'Парниковый эффект', 'Парниковые газы', 'Поглощение электромагнитного излучения', 'Излучение', 'Кислород', 'Ультрафиолетовое излучение']"
Video shows The Weather Channel debunk climate change,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/13/fact-check-false-claim-weather-channel-debunks-climate-change/11034742002/,False,2023-01-13 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTMHI5hBc9qhmdITPNQ23vFyWINo1fQJazP8dZ_1bnxRzrQV1o,"['Изменение климата', 'Климат', 'The Weather Channel', 'Видео']"
'Global warming' switched to 'climate change' because Earth wasn’t warming.,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/06/fact-check-false-claim-terms-global-warming-and-climate-change/10957295002/,False,2023-01-06 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2pyCvMlbxN4yw1v6KE-sK4afvyLpu3N_DX7xdTE94phVu4Jzp,"['Изменение климата', 'Климат', 'Земля']"
Comparing daily temperatures to 1979-2000 baseline disproves global warming,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/04/fact-check-day-day-temperature-changes-cant-disprove-global-warming-climate-crisis-enviormentalism/10963157002/,Missing Context,2023-01-04 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6Vyjypf1hN7_cy2STGYtrxrwd72ZeswNHjIRpfEmbgB4cYw2m,"['Изменение климата', 'Температура', 'Газета']"
Human-made carbon dioxide emissions do not drive global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32WY8ZD,False,2022-12-05 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTYaTsoovh3qOCuVLyom9Hz-Ngeb8XGSelB6FQArE4J3vG2l_gy,"['Глобальное потепление', 'Человек', 'Диоксид углерода']"
"Climate change not caused by humans; sun, moon cause extreme heat events",USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/22/fact-check-climate-change-caused-humans-and-worsens-heat-waves/10828425002/,False,2022-12-22 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSBhkBeSIoDMFnUcMhcg1CM0oNn9mKLyf8OC9mSRlaIDmih-xl0,"['Изменение климата', 'Жара', 'Климат', 'Теплота', 'Человек', 'Луна']"
Post implies Northern Hemisphere snow cover disproves global warming,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/12/fact-check-misleading-claim-high-snow-cover-means-no-warming/10841808002/,Missing Context,2022-12-12 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTru-v_pBt08UxfZo0EkKhS4DepoSs_Dml2Q_N1HradixfxJQUw,"['Снег', 'Изменение климата', 'Северное полушарие']"
Record snow cover is evidence against global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32YY2U2,Misleading,2022-12-07 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ4SIuOPojpWcbcl0bIqLfjD9hX900exutsG8N9QML8iuFO3FVK,"['Изменение климата', 'Снег']"
Animal agriculture is the biggest contributor to climate change,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/05/fact-check-fossil-fuels-no-1-climate-change-cause-not-animals/10764976002/,False,2022-12-05 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6Vyjypf1hN7_cy2STGYtrxrwd72ZeswNHjIRpfEmbgB4cYw2m,"['Изменение климата', 'Климат', 'Животноводство', 'Сельское хозяйство', 'Животные']"
"Climate, weather is being altered by technology such as HAARP, chemtrails",AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32XK3PR,False,2022-12-02 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSErdrKT2kvG-73PbnhfulU5jxVWfvE-2n8n-DcnemqBnA1-R8f,"['Погода', 'Климат', 'HAARP', 'Химиотрассы', 'Технология']"
An increase in water vapour is solely responsible for the rise in global temperatures since the end of the 19th century.,Australian Associated Press,https://www.aap.com.au/factcheck/water-vapour-global-warming-claim-is-all-steam/,False. CO2 and other greenhouse gases drive global warming. Water vapour amplifies warming initiated by these gases through a positive feedback loop.,2022-11-29 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrceoecQ_W7ynrpPnsluGttuMbqt8zHr3inhg6gP5qeLZq0RjE,"['Водяной пар', 'Вода', 'Пар', 'глобальный температурный рекорд', 'Температура']"
"Earth, other planets have all warmed during the last hundred years",USA Today,https://www.usatoday.com/story/news/factcheck/2022/11/28/fact-check-false-claim-warming-similar-earth-other-planets/10627488002/,Partly False,2022-11-28 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR7IXwq3tZjBpYxnM45BZLpplvoxHsWjjjVxCJXehVwMma8GZjy,"['Земля', 'Планета']"
Scientists have never proved that human emissions of carbon dioxide drive global warming.,Australian Associated Press,https://www.aap.com.au/factcheck/geologist-misleads-with-climate-change-proof-claim/,Misleading. Proof does not exist in science but experts say the evidence puts the theory beyond any reasonable doubt.,2022-11-01 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSOBpHYTB6yzPMx9LnsW2ct-xng0-fJyCA2D1XhC2MyDsF6asiI,"['Глобальное потепление', 'Учёный', 'Диоксид углерода', 'Человек']"
"Climate change is caused by the sun and moon, not emissions",AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32JY77E,False,2022-09-27 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQVUQf6ZeZfJCWecQLJ4fcbodinH9A_V4Fiqm9uFxwIjl2zle5p,"['Климат', 'Изменение климата', 'Глобальное потепление', 'Луна']"
Scientists have found no consistent correlation between CO2 and temperature; scientists do not know whether earth will warm or cool in future,Climate Feedback,https://climatefeedback.org/claimreview/link-between-co2-earth-temperature-well-established-despite-claims-fox-news-tom-harris/,Inaccurate,2022-10-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvwzvn2tJSNvgeQJKUwm5bi5HF4fiLV6ktlHDZtav0C-2qc9f-,"['Диоксид углерода', 'Температура', 'Земля', 'Корреляция и зависимость', 'Учёный', 'Будущее']"
"“The question is, ‘how much of an impact do we have on [climate]?’ That has not totally been quantified”; climate change is happening anyway, “The ice age happened without us…It’s probably this constant cycle”.",Climate Feedback,https://climatefeedback.org/claimreview/scientists-found-modern-climate-change-caused-entirely-by-human-activity-contrary-recent-speculation-joe-rogan-experience/,Flawed_Reasoning,2022-10-11 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSoH4JQyMigiN2Ueb9Z1aE0y8SjdALsKuJwnGuWtnvikOajUAzS,"['Изменение климата', 'Климат', 'Ледниковый период', 'Лёд']"
Greenland studies show global warming is natural,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32KP6NR,Misleading,2022-10-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQw7WdQ1pkjmzp6TSI3em_C17F3H-cqFne8p9PbPq3scyUQDP7c,"['Изменение климата', 'Гренландия']"
Human-based carbon dioxide emissions do not cause global warming.,Australian Associated Press,https://www.aap.com.au/factcheck/sunny-outlook-on-global-warmings-causes-denies-scientific-evidence/,False. Human activity is causing climate change due to an increase in greenhouse gases.,2022-09-09 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKN03m7ZdcjKt2yK4oGxP7dQtLaSew3UjWrZEad2L9HSFeWOQC,"['Глобальное потепление', 'Диоксид углерода', 'Человек']"
Microwaves from cell towers and radar stations contribute to global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32H44YQ,Missing Context,2022-08-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSrJNNWKXN8LQXnx9WK46zWSFdn1bH3pXwYEFg3eYSbrk7bm2qy,"['Глобальное потепление', 'Микроволновое излучение', 'Сотовый телефон', 'Радиолокационная станция']"
CO2 is not the cause of our current warming trend; Arctic sea ice has expanded in recent years; Polar bears’ population is growing and is not threatened by climate change; CO2 is good for plant life,Climate Feedback,https://climatefeedback.org/claimreview/the-epoch-times-prints-range-of-inaccurate-misleading-claims-climate-changes-impacts-causes-patrick-moore/,Incorrect,2022-09-20 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSwOCRtILvlBP9J_4C57OPlB66PzxV-pADxBq_dbWz0GWJicNuk,"['Изменение климата', 'Климат', 'Морской лёд', 'Арктика', 'Диоксид углерода', 'Лёд', 'Белый медведь', 'Растение']"
The findings that many locations are warming faster than the global average cast doubt on the veracity of climate science.,Climate Feedback,https://climatefeedback.org/different-parts-planet-warm-more-quickly-than-others-that-doesnt-mean-climate-change-not-happening/,Misleading,2022-09-16 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSmhEzsMQJCmeMrC1PR-sbGcn3c1p8MXjBRTJXNaVAWUi4AtzEG,"['Изменение климата', 'Климат', 'Климатология', 'Наука', 'Географическое положение', 'Среднее значение']"
A 1954 heatwave in the US proves climate change is not happening,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32GK6R6,False,2022-08-16 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTkeVnzEpMh7smGxuOMlon-5IT7jBlG-pW2t2Zltp3f3XLF0TRj,"['Глобальное потепление', 'Изменение климата', 'Жара', 'Климат', 'Соединенные Штаты Америки']"
"“Natural variation explains a substantial part of global warming observed since 1850;” no statistical evidence that global warming is intensifying natural disasters, or making them more frequent.",Climate Feedback,https://climatefeedback.org/claimreview/letter-there-is-no-climate-emergency-repeats-inaccurate-claims-about-climate-science-daily-sceptic-toby-young/,Incorrect,2022-08-24 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTE49tbhKZAs1rIS8tOZgar5abzrDPvqSIc_vBFujw8r-k5KwLC,"['Статистика', 'Вариация', 'Научное наблюдение', 'Стихийное бедствие', 'Природа', 'Катастрофа', 'улика']"
"Global warming is natural, greenhouse effect small, no CO2 climate effect",AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32GX2YQ,False,2022-08-23 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT5F_1sz43U8e0b6vM2HCFsYP5_gmZ5NdsnQPL4IQsyWFfQFm7Q,"['Изменение климата', 'Климат', 'Парниковый эффект', 'Диоксид углерода', 'Парниковые газы']"
Human CO2 emissions too small to be cause of global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32FK2E9,Missing Context,2022-07-29 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRwKInm3zaaEB2HD8I_SsGV4U24gtGItNRa9lq0ij_GHTkHv3Wa,"['Диоксид углерода', 'Глобальное потепление', 'Человек']"
A 1922 report disproves human-caused global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32EH2J7,Partly false,2022-07-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNm9K4oAOLphDTxx6QVX8l17Sc67BVAwGP9-XpLjOWkYwAUb-N,"['Глобальное потепление', 'Человек']"
Carbon dioxide is not a climate heat driver; we had an ice age when the Earth had extraordinarily larger amounts of carbon dioxide; in the 1970s scientists thought we were going to have a new ice age.,Climate Feedback,https://climatefeedback.org/claimreview/carbon-dioxide-emissions-humans-major-driver-climate-change-jerome-corsi-claims-cbn-news/,Incorrect,2022-08-05 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzdVMzS_bGh7K5P-a4CBYBq_raLxotvaO5nJg6pFTJWlYF9lt4,"['Диоксид углерода', 'Изменение климата', 'Ледниковый период', 'Земля', 'Учёный', 'Теплота', 'Лёд']"
Global warming is from solar winds and changes in Earth's magnetic field,USA Today,https://www.usatoday.com/story/news/factcheck/2022/08/05/fact-check-global-warming-caused-humans-not-solar-winds/10111742002/,False,2022-08-05 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSAOhmdoP8-6gIgmmKKtVz71tfzqZA5YPwmaG4PAkMmZl3vSxtp,"['Солнечный ветер', 'Изменение климата', 'Магнитное поле', 'Солнце', 'Земля', 'Магнитное поле Земли', 'Ветер']"
"“Climate change is not happening.""",FactCheck.org,https://www.factcheck.org/2022/08/unequivocal-evidence-that-humans-cause-climate-change-contrary-to-posts-of-old-video/,False,2022-08-02 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ3gtFO34EDsm7KBVdrVH07tyFYl1PQLrTMsoq0Id8eePsoQGFR,"['Изменение климата', 'Климат', 'Соединенные Штаты Америки']"
Голову в песок и не дыши: Грета Тунберг устроила протест против изменения климата,Factcheck.kz,https://factcheck.kz/ecology/golovu-v-pesok-i-ne-dyshi-organizovala-li-akciyu-protesta-greta-tunberg/,Манипуляция,2022-07-05 07:00:00,,"['Грета Тунберг', 'Протест', 'Песок', 'Голова', 'Изменение климата', 'Глобальное потепление', 'Климат']"
1922 news article about the Arctic said sea level rise would make coastal cities uninhabitable 'within a few years',USA Today,https://www.usatoday.com/story/news/factcheck/2022/07/26/fact-check-1922-news-article-reported-arctic-conditions/10144008002/,False,2022-07-26 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRLWdCMUlZ3QTpPgYmwY-gobBwBw5OqvVKF_SgpxaT8ycGiE6O8,"['Арктика', 'Новости', 'Побережье', 'Современное повышение уровня моря', 'Город', 'Уровень моря']"
Study shows global warming has slowed significantly over the last 20 years,USA Today,https://www.usatoday.com/story/news/factcheck/2022/06/10/fact-check-study-consistent-increased-rate-global-warming/7476077001/,False,2022-06-10 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTqGI8l6Q-9NABAtBBk69JlCLajzmmVo-_O8-99GaB6HrSblDwg,"['Глобальное потепление', 'Изменение климата']"
Cow emissions don't contribute to global warming,AFP Checamos,https://checamos.afp.com/node/42514,Misleading,2022-06-14 07:00:00,,"['Изменение климата', 'Крупный рогатый скот']"
”Global warming started to run out of steam over two decades ago… Half of the apparent global temperature increase from January 1910 to January 2000 is due to administrative adjustments.”,Climate Feedback,https://climatefeedback.org/claimreview/warming-earths-surface-oceans-continues-apace-contrary-to-claims-daily-sceptic-chris-morrison/,Incorrect,2022-06-09 07:00:00,,"['Изменение климата', 'глобальный температурный рекорд', '1910', 'Температура', 'Января']"
A weather map's colour scheme was changed to exaggerate global warming,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.32C27XA,False,2022-06-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS2fEnGDT8RVYjSFltpH4m1lqIFohgDu56_JWJYoeSMRMbMOKiK,"['Синоптическая карта', 'Погода', 'Изменение климата', 'Географическая карта', 'Цвет', 'Преувеличение', 'Цветовая схема']"
"On May 9, 2022, global average temperatures were only slightly higher than 1979-2000 average",USA Today,https://www.usatoday.com/story/news/factcheck/2022/05/31/fact-check-climate-change-measured-decades-not-days/9800439002/,Missing Context,2022-05-31 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT8SWvoJrVZnasW0IbwySxXloSE7Ft6trBaNkUtpSrO9QKxveA_,"['Температура', 'Мая', 'Среднее значение']"
Differences in ocean and the atmospheric warming are not explained by climate change science,USA Today,https://www.usatoday.com/story/news/factcheck/2022/04/21/fact-check-warming-varies-doesnt-contradict-climate-change-science/9512595002/,False,2022-04-21 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQBvWHJe0QbtWLSSgoXTXb7SH0bwnE33mJAUIZaZdPrioRD5JnF,"['Изменение климата', 'Глобальное потепление', 'Климат', 'Океан', 'Наука', 'Атмосфера']"
An Albert Einstein paper contradicts carbon dioxide-driven climate change,USA Today,https://www.usatoday.com/story/news/factcheck/2022/03/25/fact-check-no-evidence-einstein-refuted-co-2-driven-climate-change/9323324002/,False,2022-03-25 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnWcmg3FW6tz7_sQUXGa5ZaQfWxKyKC-mMAm7kCX8YXXKAtR4Y,"['Глобальное потепление', 'Альберт Эйнштейн', 'Диоксид углерода', 'Климат', 'Статьи annus mirabilis']"
"“...Seven and a half years have passed since there was any trend in global warming at all” If global warming was caused by human emissions, temperature would rise at a steady rate",Climate Feedback,https://climatefeedback.org/claimreview/earths-surface-warm-due-greenhouse-gas-christopher-monckton-watts-up-with-that/,Incorrect,2022-04-11 07:00:00,,"['Изменение климата', 'Человек', 'Температура']"
IPCC found little to no evidence that climate was worse than before,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.327Q929,Partly false,2022-04-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR0xkhqevzzQwB7Nz6srXwRks-7IkdGviBiOZkXNWiSmF9xwn4v,"['Климат', 'Межправительственная группа экспертов по изменению климата', 'улика']"
Seven-year satellite data shows no CO2-driven warming,AFP Fact Check,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9W78VQ-1,Misleading,2022-01-18 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO0Q_mAxLceOhpaN0wlkO4Trrih-8ifb2XXRi4rPXOHlAbF5LO,"['Изменение климата', 'Диоксид углерода', 'Данные', 'Искусственный спутник']"
"""Antarctica has had to update its flag""due to global climate change",USA Today,https://www.usatoday.com/story/news/factcheck/2021/12/30/fact-check-antarctica-did-not-update-flag-due-climate-change/9047296002/,False,2021-12-29 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ4eXBdJQdEPmYiea9-Fq0T9ZBtMw5CpWZhFlA9YxaKe0fkqHF_,"['Антарктида', 'Флаг', 'Изменение климата', 'Климат']"
Laws of thermodynamics say CO2 can’t contribute to climate change,USA Today,https://www.usatoday.com/story/news/factcheck/2021/12/03/fact-check-laws-thermodynamics-support-climate-change-theory/8796217002/,False,2021-12-03 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTrr2ib0QEbon79rSeehb1mnuxxZLKojJ5HLEwCE99g0o8cf3YY,"['Изменение климата', 'Начала термодинамики', 'Термодинамика', 'Климат', 'Диоксид углерода', 'Право']"
“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,PolitiFact,https://www.politifact.com/factchecks/2021/nov/03/viral-image/2008-quote-does-not-reflect-scientific-consensus-h/,False,2021-11-03 07:00:00,,"['Глобальное потепление', 'Facebook']"
Antarctica's record-cold winter means global warming is exaggerated,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.9Q68LD,Misleading,2021-10-22 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQDrwCHAtSxXSkSI8B8rUkBFt5WRKcf_JghFfiSHfVF5CZ6-fYm,"['Антарктида', 'Холод', 'Изменение климата', 'Глобальное потепление', 'Зима']"
The Sun and not human emissions of carbon dioxide may be the main cause of warmer temperatures in recent decades. There is a systemic bias in UN IPCC's data selection.,Climate Feedback,https://climatefeedback.org/claimreview/solar-forcing-is-not-the-main-cause-of-current-global-warming-contrary-to-claim-by-alex-newman-in-the-epoch-times/,Incorrect,2021-08-30 07:00:00,,"['Межправительственная группа экспертов по изменению климата', 'Диоксид углерода', 'Солнце', 'Предвзятость', 'Человек', 'Системная предвзятость', 'Температура', 'Данные']"
A 1912 article warned coal burning can have a negative effect on climate,USA Today,https://www.usatoday.com/story/news/factcheck/2021/08/13/fact-check-yes-1912-article-linked-burning-coal-climate-change/8124455002/,True,2021-08-12 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_sjth-qJ4lTWIzZnBsfNO5qdQYWVbWjRTa5GMq18QyloRNJv0,"['Ископаемый уголь', 'Климат', 'Горение', '1912']"
The rate of warming according to the data is much slower than the models used by the IPCC,Climate Feedback,https://climatefeedback.org/claimreview/on-bbc-newsnight-myron-ebell-falsely-claims-climate-models-exaggerate-warming/,Inaccurate,2018-10-09 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTpA33RXe_iIyFgpWH7Zx-oPavA-EyKamjUahaZ7aDgLo9w3jVB,"['Изменение климата', 'Межправительственная группа экспертов по изменению климата', 'Данные']"
"changes in the solar orbit of the earth, along with alterations to the earth’s axial tilt, are both responsible for what climate scientists today have dubbed as “warming”[...]. In no way, shape, or form are humans warming or cooling the planet",Climate Feedback,https://climatefeedback.org/claimreview/earths-orbit-cannot-explain-modern-climate-change/,Incorrect,2019-09-03 07:00:00,,"['Изменение климата', 'Орбита Земли', 'Земля', 'Орбита', 'Наклон оси вращения', 'Планета', 'Учёный', 'Человек']"
Man-made climate change is a hoax,USA Today,https://www.usatoday.com/story/news/factcheck/2021/04/22/fact-check-scientific-consensus-humans-main-cause-climate-change/7336153002/,False,2021-04-22 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQrLG8VyH167eqAmY-Yp6JG3arOeF7eAwVm2Ps4uPkS3Pl9wWZ2,"['Изменение климата', 'Климат', 'Мистификация']"
"Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one.",Climate Feedback,https://climatefeedback.org/claimreview/there-is-overwhelming-evidence-that-climate-change-is-human-caused-townhall/,Incorrect,2019-09-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQrhhN44o-KJIrBjSN6hAXL136M00U-Jh6IYILumuqgeT4x9rx,"['Изменение климата', 'Климат', 'улика', 'Человек', 'Углерод']"
"A 1922 newspaper article reported that ""radical change in climatic conditions"" was melting Arctic ice and disrupting wildlife.",Snopes.com,https://www.snopes.com/fact-check/warm-welcome/,True,2013-07-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQqtnwy9jVS-wBV5EwZ4eGRo3HPdyfLxWJ1B0EbSbGahtUlKiVA,"['Арктика', 'Климат', 'Ледяной покров Арктики', 'Лёд', 'Плавление', 'Газета']"
"A meme claims to show a Time magazine cover from 1977 warning of the ""Coming Ice Age.""",FactCheck.org,https://www.factcheck.org/2019/05/manipulated-time-cover-on-climate-recirculates/,False,2019-05-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnnNCsz09xtMZ4a6udw3aGjobpSm7NpgDqHkHpRbKYaU-UtnWC,"['Time', 'Ледниковый период', 'Мем', 'Журнал', 'Лёд']"
"“The scientists told us three years ago that we had 12 years to avert the worst consequences of the climate crisis. We are now three years gone, so we have nine years left.”",The Washington Post,https://www.washingtonpost.com/politics/2021/02/22/kerrys-claim-that-we-have-nine-years-left-avert-climate-crisis/,Two Pinocchios,2021-02-22 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSb3vouVOmKCWTHdrKrHkxLLY7fGL9QqxFegEb9Lcf7WmRVaeKj,"['Изменение климата', 'Климат', 'Учёный', 'Соединенные Штаты Америки', 'Интервью']"
"The science is clear, climate change is making extreme weather events, including tornadoes, worse.",Climate Feedback,https://climatefeedback.org/claimreview/senator-sanders-claim-that-climate-change-is-making-tornadoes-worse-isnt-supported-by-published-research/,Misleading,2019-03-08 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTrLoN92wrrKqHm1rovgsLCZQcvvwq7ENbXZ6yXxcLbXxKITl_e,"['Изменение климата', 'Смерч', 'Климат', 'экстремальная погода', 'Наука', 'Погода']"
“It’s a good thing that we are putting some more carbon dioxide in the atmosphere. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.”,Science Feedback,https://science.feedback.org/review/scientific-studies-established-clear-links-between-human-caused-increased-in-atmospheric-co2-and-global-warming-patrick-moore/,Incorrect,2020-12-18 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPdb33PmLE-qXYK10atEZs94jP9v6gYYJcVrBdsUaUVVSrscIR,"['Диоксид углерода', 'Атмосфера', 'Наука', 'Земля', 'Научный метод', 'Атмосфера Земли', 'Ампер']"
"Trump's action could push the Earth over the brink, to become like Venus, with a temperature of two hundred and fifty degrees, and raining sulphuric acid.",Climate Feedback,https://climatefeedback.org/claimreview/earth-is-not-at-risk-of-becoming-a-hothouse-like-venus-as-stephen-hawking-claimed-bbc/,Incorrect,2017-07-06 07:00:00,,"['Венера', 'Земля', 'Кислоты', 'Серная кислота', 'Температура', 'Дождь']"
